,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
mini_lima,23.15930388219545,1.544503803776992,community,3891,173,574,0,747,23.15930388219545,17.093679337060898
