,win_rate,standard_error,mode,avg_length,n_wins,n_wins_base,n_draws,n_total,discrete_win_rate,length_controlled_winrate
llama_fine_tune,14.681440443213297,1.3180699496915045,community,7167,106,616,0,722,14.681440443213297,11.737463013730684
